sample_role,parent_asin,proposed_device_type,source_domains,main_category,title,categories_evidence,limited_metadata_evidence,original_exclusion_reason,exclusion_gate_categories,supporting_metadata_fields,matched_device_terms,matched_smart_terms,proposed_decision,confidence,audit_label,audit_notes,draft_version,sampling_rank
recovery_candidate,B07DMWJ88F,smart_bulb,Home_and_Kitchen,Amazon Home,"GeekHouse Rechargeable Lighted Vanity Mirror Hollywood Style Makeup Tabletops, Large Cosmetic Mirror with 12 x 3W Bright Dimmable Touch Control LED Bulbs, White",Home & Kitchen Home Décor Products Mirrors,"categories: Home & Kitchen Home Décor Products Mirrors | features: …your entire face in view at once. Gorgeous and superior reflective surface. Perfect for professional makeup and grooming and even dressing. ✔ Super BRIGHT LED Bulbs – 12 beautiful bright and long lasting LED bulbs with over 50,000 hours life span. THREE kinds of colors: White, Yellow and Neutral Daylight. No need to replace the bulbs. Perfect Valentine’s Day / Christmas gift for any girl! ✔ HOLLYWOOD Vanity Design wi… | description: …t go wrong with the GeekHouse Hollywood lighted vanity mirror, which is used by so many Hollywood stars! It features 12 super bright beautiful LED bulbs with both white and warm yellow dimmable ",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories,approved_identity_phrase_absent|identity_not_in_title_or_categories,title|features|description,bulb|bulbs|led bulb,,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,03bd02ce75042d4d99c36beef592251988e832bde35f1a001675bc4b3ea6f642
recovery_candidate,B008OR8A9Y,smart_bulb,Electronics,Camera & Photo,Panasonic DMC-G5KBODY 16MP SLR Camera with 3-Inch LCD - Body Only (Black),Electronics Camera & Photo Digital Cameras,"categories: Electronics Camera & Photo Digital Cameras | features: 16M digital Live MOS sensor+Venus Engine 7FHD Full time AF, Full HD video 920K dots Free-angle touch 3"" LCD Ultimate compact VF shooting style | description: …ality set to [FSH]: Approx. 120 min with H-FS014042 / Approx. 110 min with H-VS014140Motion Jpeg with picture quality set to [FSH]: Approx. 130 min with H-FS014042 / Approx. 120 min with H-VS014140AVCHD with picture quality set to [FSH]: Approx. 140 min with H-PS14042 / Approx. 130 min with H-FS014042 / Approx. 150 min with H-H014 Time Code (Motion Images) (Except MP4) n/an/aON/OFF, Count Up : Rec Run/Free Run select…",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras,approved_identity_phrase_absent|identity_not_in_title_or_categories|wrong_product,description|details,bulb,wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,03e1f4357252ef8a6da8c7e92445639bdd528b8a07ab3922b4abc828e9bec9af
recovery_candidate,B081QNCGDJ,smart_bulb,Home_and_Kitchen,Amazon Home,Kurt Adler TWK0012 Twinkly Smart Decorations Custom 150 Bulb Led Rgb App-Controlled String Lights With Downloadable Light Displays,Home & Kitchen Seasonal Décor Seasonal Lighting Indoor String Lights,"categories: Home & Kitchen Seasonal Décor Seasonal Lighting Indoor String Lights | description: 150/L RGB LED TWINKLY LIGHT SET | details: …s required No Best Sellers Rank Home & Kitchen 1534821 Indoor String Lights 5058 Brand Twinkly Color RGB (Red, Green, Blue) Connectivity Protocol Bluetooth, Wi-Fi Control Method App Controller Type App Control Indoor/Outdoor Usage Indoor Item Weight 1.56 pounds Item model number DP045A2400100HU-1 Light Color RGB Light Source Type LED Manufacturer Twinkly Material Plastic Number of Light Sources 150 Occasion Christmas…",smart_bulb:approved_identity_phrase_absent,approved_identity_phrase_absent,title|details,bulb,app control|app controlled|bluetooth|smart_near_bulb|wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,03e27b65e9ab593d63fe84504a7254b18d7fe1b183f8d4b101e8bf1025a329ed
recovery_candidate,B08SH3HH5N,smart_bulb,Electronics,Camera & Photo,"Amaran 100D LED Video Light, 130W CRI95+ TLCI96+ 39,500 lux@1m Bluetooth App Control 8 Pre-Programmed Lighting Effects DC/AC Power Supply, Made by Aputure",Electronics Camera & Photo Lighting & Studio Lighting Continuous Output Lighting,"categories: Electronics Camera & Photo Lighting & Studio Lighting Continuous Output Lighting | features: …for natural look. 【8 Pre-programmed Lighting Effects】: Aputure Amaran 100d features 8 lighting effect modes, such as paparazzi, fireworks, lightning, faulty bulb, TV, breath, flash, explosion. Brightness 0-100% adjustable, providing more choices. 【Dual Control Methods】: The Aputure Amaran 100d support 2.4G 100m Sidus Link App Remote Control via Bluetooth, to control all kinds of light effect, brightness, frequency. Y… | details: Best Sellers Rank Continuous Output Lighting 254 Brand EACHSHOT Connectivity Technology Bluetooth Date First Available January 8, 2021 Hardware Interface Bluetoo",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:camera,approved_identity_phrase_absent|identity_not_in_title_or_categories|wrong_product,title|features,bulb,app control|bluetooth,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,042ee99fa377e28915b11f358a0dc9376145eaf414873c6585f00a86bbc809b6
recovery_candidate,B0002JC34A,smart_bulb,Electronics,Office Products,Toshiba REPLACEMENT LAMP FOR PROJECTORS ( TLP-LW3 ),Electronics Television & Video Accessories Projector Accessories Lamps,"categories: Electronics Television & Video Accessories Projector Accessories Lamps | features: Original Toshiba Lamp Module OEM Lamp set-up delivers the optimum performance within the projector setting Made to fit Toshiba TDP-T80/T90/T91/TW90/S80U/SW80U Projectors Lamp Module Includes Lamp, connectors and housing | description: …to carry a back-up on business trips or keep a spare at your presentation facility. This replacement lamp from Toshiba is a lifesaver if your bulb burns out. This durable lamp will give you hundreds of hours of excellent, crisp, clear brightness. | details: Brand Toshiba Date First Available June 30, 2004 Finish Type Clear Is Discontinued By Manufacturer No Item Weig",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:projector|smart_bulb:wrong_product:replacement lamp,approved_identity_phrase_absent|identity_not_in_title_or_categories|wrong_product,description,bulb,,exclude,high,accessory,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,048f7acad59c8332805c4c6b2b343621f1e10b2beb30561b77e9b6833a3b57c6
recovery_candidate,B08RNW4L7G,smart_bulb,Electronics,Camera & Photo,Amaran 100x Bi-Color LED Video Light 130W 2700-6500k 34300lux@1m CRI/TLCI95+ Bluetooth App Control 9 Built-in Lighting Effects DC/AC Power Supply Ultra Silent Fan,Electronics Camera & Photo Lighting & Studio Lighting Continuous Output Lighting,"categories: Electronics Camera & Photo Lighting & Studio Lighting Continuous Output Lighting | features: …tungsten fixtures, and cooler than conventional daylight (D55). Dual Control Methods: The Aputure 100x support 2.4G 100m Sidus Link App Remote Control via Bluetooth, to control all kinds of light effect, brightness, frequency. You can also adjust the brightness from 0-100% On-board, there is a INT adjustment knob to quickly switch the brightness level: 20%→40%→60%→80%→100%→20%→40%→60%→80%→ 80%→ 40%→60%→80%→100% cycle… | details: Best Sellers Rank Continuous Output Lighting 581 Brand Aputure Connectivity Technology Bluetooth Date First Available May 12, 2021 Hardware Interface Bluetooth H",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:camera,approved_identity_phrase_absent|identity_not_in_title_or_categories|wrong_product,title|features,bulb,app control|bluetooth,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,04a507759c2178a6449935d072d671ee60b3c437f23873ddbd779013f0fba6fd
recovery_candidate,B09LZ3YF6F,smart_bulb,Electronics,Camera & Photo,"TIENCIY Pan Tilt Security Light Camera, Full-HD 1080P Wireless Wi-Fi IP Camera, Home Surveillance CCTV Cameras with Motion Auto Tracking/Siren Alarm/Night Vision/Remote Viewing/Two-Way Audio",Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | features: ➽ Full HD Pan Tilt WiFi Camera➽ This Pan Tilt WiFi security camera can provide you with a clear live video (Full HD 1080P resolution) at any time, day or night. The Remote Pan & Tilt function allows you to get a much wider coverage than other cameras! ➽Security Camera & LED Light 2 in 1➽ It’s absolutely more than a security camera! This is a 2 in 1 Security Camera with 6 White LEDs and 2 Infrared LEDs built in! What’… | description: 1080P Pan Tilt Security Camera | details: Best Sellers Rank Dome Surveillance Cameras 699 Brand TIENCIY Connectivity Technology Wireless Country of Origin Chin",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:security light|smart_plug:approved_identity_phrase_absent|smart_plug:identity_not_in_title_or_categories|smart_plug:wrong_product:camera|smart_plug:wrong_product:cameras|smart_plug:wrong_product:ip camera,approved_identity_phrase_absent|identity_not_in_title_or_categories|multi-type conflict|wrong_product,title|features,bulb|e27|light bulb,tuya|wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,04b29c873f77414cc6481c93b56289e2ace4abfd9789e47721531747d1dd30b2
recovery_candidate,B018RRNADQ,smart_bulb,Electronics,Camera & Photo,Holga Digital Camera - Pink,Electronics Camera & Photo Digital Cameras Point & Shoot Digital Cameras,"categories: Electronics Camera & Photo Digital Cameras Point & Shoot Digital Cameras | features: … color sensor Resolution: 8 mega pixels Image Ratio: 4:3 or 1:1 Aperture Selection: F2.8 or F8.0 Shutter: Speed 1/60 sec. Support stand SD card and WIFI SD card | description: …982. Features - Uses 120 medium format film - 2 film masks for either 12- 6x6 cm images or 16- 6x4.5cm images - Normal shutter setting 1/100 of a second and bulb shutter setting - 2 aperture settings, f/11 for sunny, f/8 for cloudy - Hot-shoe adapter | details: … Rank Brand HOLGA Camera Flash Built-in Flash with 4 Colors Filter Color Pink Compatible Mountings Micro Four Thirds Connectivity Technology Wi-Fi Continuous Shoo",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras,approved_identity_phrase_absent|identity_not_in_title_or_categories|wrong_product,features|description|details,bulb,wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,04dc4edb7d2b977c4b48930ccabc9ec7303624d28601a629dadde17f2531b570
recovery_candidate,B09BJFZJMN,smart_bulb,Electronics,Camera & Photo,"Qilmy Pan Tilt Security Camera, Full-HD 1080P Wireless Wi-Fi IP Camera, Home Surveillance CCTV Cameras with Motion Detection Alarm/Night Vision/Remote Viewing (Ful HD 1080P)",Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | features: 【1080P Pan Tilt WiFi Security Camera】 This Qilmy Pan Tilt WiFi cctv camera can provide you with a clear vision (Full HD 1080P resolution) at any time, day or night. The Pan & Tilt allows you to cover 360 monitoring with 1 Single camera! 【Security Camera & Flood Light 2 in 1】 A security camera? Flood light? Yes, this is a 2 in 1 Security Camera with 3 flood lights built in! And what makes it more amazing is, the built… | description: PanTilt Camera | details: Best Sellers Rank Dome Surveillance Cameras 259 Brand Qilmy Compatible Devices Smartphone Connectivity Technology Wi-Fi Date First Av",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:security camera|smart_plug:approved_identity_phrase_absent|smart_plug:identity_not_in_title_or_categories|smart_plug:wrong_product:camera|smart_plug:wrong_product:cameras|smart_plug:wrong_product:ip camera|smart_plug:wrong_product:security camera,approved_identity_phrase_absent|identity_not_in_title_or_categories|multi-type conflict|wrong_product,title|features|details,bulb|e27|light bulb,wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,051fa666fc79ce5faa14569c30dcde5530b6e27d7e0ee0f2e040fe3cee05c103
recovery_candidate,B0B49QRRS5,smart_bulb,Electronics,Camera & Photo,"Camcamp Wireless Light Bulb Camera 2.4G WiFi Security Camera,360 Degree Panoramic IP Dome Camera, Home Surveillance with 2-Way Audio, Motion Detection, Color Night Vision, Remote Access",Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | details: Brand Camcamp Connectivity Technology Wireless Indoor/Outdoor Usage Outdoor, Indoor Recommended Uses For Product Security Special Feature Night Vision, Motion Sensor",smart_bulb:approved_identity_phrase_absent|smart_bulb:wrong_product:bulb camera|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:light bulb camera|smart_bulb:wrong_product:security camera,approved_identity_phrase_absent|wrong_product,title,bulb|light bulb,wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,054205dbeb62ebd774d0dde75644166934bcfc1a773d10513a605a090de44192
recovery_candidate,B09CYPCQ3X,smart_bulb,Home_and_Kitchen,Tools & Home Improvement,"JMEXSUSS 66ft 200 LED White Christmas Lights Indoor, 8 Modes Connectable Christmas String Lights Plug in, Clear Wire Fairy String Lights Outdoor Waterproof for Christmas Tree Party Decorations",Home & Kitchen Seasonal Décor Seasonal Lighting Indoor String Lights,"categories: Home & Kitchen Seasonal Décor Seasonal Lighting Indoor String Lights | features: … Christmas Lights】This 66ft long Christmas lights with 200 LED, use advanced smart chip.The plug design greatly improves the stability of the bulb brightness.Each bulb illuminates with 360 angle. Light up the night with a warm glow and perfectly add ambience. 【Connectable Christmas String Lights】Our Christmas string lights have male and female safety plug, could be extended to a maximum of five light chains(maximum 1… | details: Batteries Included? No Batteries Required? No Best Sellers Rank Home & Kitchen 134593 Indoor String Lights 479 Brand JMEXSUSS Color White Control Method Remote Controller Ty",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_plug:approved_identity_phrase_absent|smart_plug:smart_evidence_not_in_title_or_categories,approved_identity_phrase_absent|identity_not_in_title_or_categories|multi-type conflict,features,bulb|bulbs,,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,0552ce9a3a32860c91896f6bc9918a21b130bb4066742c2dd771c28911b1bf2d
